platform,show_id,title,content_type,release_year,rating,duration_value,duration_unit,primary_genre,genres,country,date_added,director,description
Netflix,70109689,Paul Blart: Mall Cop,Movie,2009,PG,91.0,min,Action & Adventure,"Action & Adventure, Comedies",United States,"July 1, 2019",Steve Carr,An overzealous security guard finds himself in over his head when he tries to thwart a criminal mastermind's plot to rob an entire shopping mall.
Netflix,855084,Philadelphia,Movie,1993,PG-13,126.0,min,Classic Movies,"Classic Movies, Dramas, LGBTQ Movies",United States,"July 1, 2019",Jonathan Demme,Philadelphia attorney Andrew Beckett launches a wrongful termination suit against his law firm when they fire him because he's gay and HIV-positive.
Netflix,80005772,Rabbids Invasion,TV Show,2018,TV-Y7,1.0,season,Kids' TV,"Kids' TV, TV Comedies",France,"July 1, 2019",,"Giant, rambunctious rabbits have invaded and are wreaking havoc on the world. But we'll have to get used to them, because they're not going anywhere!"
Netflix,70105369,Race to Witch Mountain,Movie,2009,PG,99.0,min,Children & Family Movies,Children & Family Movies,United States,"July 1, 2019",Andy Fickman,A sister and brother with special powers are on the run from a mysterious organization that wants to take advantage of the siblings' gifts.
Netflix,60029369,Rain Man,Movie,1988,R,134.0,min,Classic Movies,"Classic Movies, Dramas",United States,"July 1, 2019",Barry Levinson,"A fast-talking yuppie is forced to slow down when he meets the brother he never knew he had, an unusually gifted autistic savant named Raymond."
Netflix,81086718,Record of Grancrest War,TV Show,2018,TV-MA,1.0,season,Anime Series,Anime Series,Japan,"July 1, 2019",,"Lone mage Siluca wanders the land of Atlatan, disgusted by its greedy nobility. When she meets knight errant Theo, she sees a chance to create peace."
Netflix,80005738,Room on the Broom,Movie,2012,G,26.0,min,Children & Family Movies,"Children & Family Movies, Independent Movies",United Kingdom,"July 1, 2019","Max Lang, Jani Lachauer","A gentle witch with a ginger braid offers rides to a variety of animals on her increasingly crowded broom, much to her grumpy cat's chagrin."
Netflix,60000415,Scream 3,Movie,2000,R,117.0,min,Horror Movies,Horror Movies,United States,"July 1, 2019",Wes Craven,"This installment of the tongue-in-cheek horror franchise finds Sidney Prescott once again battling a crazed killer – this time, on a movie set."
Netflix,70112731,Shorts,Movie,2009,PG,89.0,min,Children & Family Movies,"Children & Family Movies, Comedies","United States, United Arab Emirates","July 1, 2019",Robert Rodriguez,Chaos erupts when locals learn that an 11-year-old boy has discovered a mysterious rock that grants the wishes of whoever possesses it.
Netflix,81130297,Soul to Keep,Movie,2019,TV-MA,94.0,min,Horror Movies,"Horror Movies, Independent Movies",United States,"July 1, 2019","David Allensworth, Monière","Two siblings invite friends to their inherited, remote country home, but the fun stops when the group summons a demonic force from an old spellbook."
Netflix,60033320,Starsky & Hutch,Movie,2004,PG-13,101.0,min,Action & Adventure,"Action & Adventure, Comedies",United States,"July 1, 2019",Todd Phillips,New undercover cop partners Starsky and Hutch must overcome their differences to solve an important case with help from street informant Huggy Bear.
Netflix,81100120,Stone Age,TV Show,2017,TV-Y7,1.0,season,Kids' TV,"Kids' TV, Korean TV Shows",,"July 1, 2019",,"Woody sets out to become the Stone Age's best animal trainer with a little help from his faithful pet dinosaur, Moga."
Netflix,81060038,Swiped,Movie,2018,TV-14,94.0,min,Comedies,Comedies,United States,"July 1, 2019",Ann Deborah Fishman,"When two college roommates develop a groundbreaking hookup app, casual affairs – and complications – soon run rampant on campus."
Netflix,60020745,Swordfish,Movie,2001,R,99.0,min,Action & Adventure,Action & Adventure,United States,"July 1, 2019",Dominic Sena,"Determined to get his mitts on $9 billion in a secret DEA account so he can fight terrorism, a rogue agent recruits an encryption expert to hack in."
Netflix,18907685,Taxi Driver,Movie,1976,R,114.0,min,Classic Movies,"Classic Movies, Dramas, Thrillers",United States,"July 1, 2019",Martin Scorsese,"Enraged by New York's moral rot and urban decay, an unhinged cab driver goes mad, plotting an assassination and saving a teen sex worker."
Netflix,81113468,Tayo the Little Bus Movie: Mission Ace,Movie,2016,TV-Y7,48.0,min,Children & Family Movies,Children & Family Movies,United States,"July 1, 2019",Ryu Jung-woo,"After he loses his favorite racing car, Duri ventures to a mysterious, magical land filled with toys that have been thrown away."
Netflix,81017506,The Accountant of Auschwitz,Movie,2018,TV-14,78.0,min,Documentaries,"Documentaries, International Movies",Canada,"July 1, 2019",Matthew Shoychet,"Decades after WWII, a former SS officer stands trial in his native Germany after being charged for his complicity in the murder of Jews at Auschwitz."
Netflix,70114342,The Book of Eli,Movie,2010,R,118.0,min,Action & Adventure,"Action & Adventure, Sci-Fi & Fantasy",United States,"July 1, 2019","Albert Hughes, Allen Hughes","Determined to protect a sacred text that promises to save humanity, Eli goes on a quest westward across the barren, postapocalyptic country."
Netflix,70021661,The Brothers Grimm,Movie,2005,PG-13,119.0,min,Action & Adventure,"Action & Adventure, Sci-Fi & Fantasy","United States, Czech Republic, United Kingdom","July 1, 2019",Terry Gilliam,"Brothers Jake and Will Grimm travel from village to village, posing as exterminators of magical creatures. But in reality, they're expert con artists."
Netflix,70084795,The Forbidden Kingdom,Movie,2008,PG-13,104.0,min,Action & Adventure,"Action & Adventure, Sci-Fi & Fantasy","United States, China","July 1, 2019",Rob Minkoff,Jackie Chan and Jet Li star in this rousing adventure about a martial arts movie fan who finds a mystical staff that transports him to ancient China.
Netflix,60027701,The In-Laws,Movie,2003,PG-13,98.0,min,Action & Adventure,"Action & Adventure, Comedies","United States, Germany, Canada","July 1, 2019",Andrew Fleming,Daredevil secret agent and father of the groom Steve gives conservative podiatrist and father of the bride Jerry prenuptial jitters when they meet.
Netflix,70021654,The Pink Panther,Movie,2006,PG,93.0,min,Children & Family Movies,"Children & Family Movies, Comedies","United States, Czech Republic","July 1, 2019",Shawn Levy,Bumbling Inspector Clouseau must solve the murder of a world-famous soccer coach and catch the thief who stole his priceless diamond ring.
Netflix,81099976,Titipo Titipo,TV Show,2018,TV-Y,1.0,season,Kids' TV,"Kids' TV, Korean TV Shows",,"July 1, 2019",,Titipo the train is out to prove that he's got what it takes to help the folks of Train Village ride the rails safely and reliably.
Netflix,81077862,War Against Women,Movie,2013,TV-14,61.0,min,Documentaries,"Documentaries, International Movies","United States, Spain","July 1, 2019",Hernán Zin,"Filmed over three years in 10 countries, this documentary gives voice to the women who have become victims of sexual violence as weapons of war."
Netflix,70001777,Who's That Knocking at My Door?,Movie,1967,R,90.0,min,Classic Movies,"Classic Movies, Dramas, Independent Movies",United States,"July 1, 2019",Martin Scorsese,"A woman's revelation that she was once raped sends her boyfriend, a reformed street thug, into an emotional and spiritual tailspin."
Netflix,80182447,Angamaly Diaries,Movie,2017,TV-14,128.0,min,Action & Adventure,"Action & Adventure, Comedies, Dramas",India,"July 1, 2018",Lijo Jose Pellissery,"After growing up amidst the gang wars of his hometown, Vincent forms an entrepreneurial squad of his own and ends up on the wrong side of the law."
Netflix,70055855,Anthony Kaun Hai?,Movie,2006,TV-14,122.0,min,Comedies,"Comedies, Dramas, International Movies",India,"July 1, 2018",Raj Kaushal,"A forger uses a fake identity in trying to retrieve stolen diamonds buried in a penitentiary, unaware a mob assassin is on the trail of his phony alias."
Netflix,70295560,Bo Burnham: what.,Movie,2013,TV-MA,60.0,min,Stand-Up Comedy,Stand-Up Comedy,United States,"July 1, 2018","Bo Burnham, Christopher Storer",Left brain and right brain duke it out – and ultimately belt out a melody – in stand-up comedian Bo Burnham's quick and clever one-man show.
Netflix,80994575,Cappuccino,Movie,2017,TV-14,126.0,min,Comedies,"Comedies, Dramas, International Movies",India,"July 1, 2018",Noushad,"Richi is a director of commercials whose computer memory drive is accidentally switched with that of Sneha, a woman he soon falls in love with."
Netflix,60036112,Chalte Chalte,Movie,2003,TV-PG,166.0,min,Dramas,"Dramas, International Movies, Romantic Movies",India,"July 1, 2018",Aziz Mirza,"Priya and Raj are polar opposites. Raj is brash and earthy, while Pirya is sophisticated and something of a perfectionist in all she does. They really are like oil and water, but nonetheless, they dare to fall in love."
Netflix,80994424,Chicken Kokkachi,Movie,2017,TV-14,113.0,min,Comedies,"Comedies, International Movies",India,"July 1, 2018",Anuranjan Premji,"In the wake of his sister's marriage, a young middle-class man leaves his village and learns that supporting one's self is easier said than done."
Netflix,80229417,Comedy High School,TV Show,2018,TV-14,1.0,season,International TV Shows,"International TV Shows, TV Comedies",,"July 1, 2018",,"Featuring goofy sketches and celebrity appearances, this offbeat stage show follows an assortment of oddball characters at an eccentric high school."
Netflix,80997402,Counterfeiting in Suburbia,Movie,2018,TV-14,88.0,min,Dramas,"Dramas, Thrillers",Canada,"July 1, 2018",Jason Bourque,"Two teenagers print counterfeit money in their high school art room, but things go terribly wrong when their debt-ridden teacher becomes suspicious."
Netflix,80994423,Daffedar,Movie,2017,TV-PG,151.0,min,Dramas,"Dramas, International Movies",India,"July 1, 2018",Johnson Esthappan,"A retired government worker continues to dedicate himself to public service, but his principled ways soon clash with those of his extravagant sons."
Netflix,80236278,Deewana Main Deewana,Movie,2013,TV-14,107.0,min,Comedies,"Comedies, Dramas, International Movies",India,"July 1, 2018",K.C. Bokadia,A man's instant attraction to a woman becomes an obsession as he adopts a friend's identity and even commits murder in order to get closer to her.
Netflix,80217136,Dream Big: Engineering Our World,Movie,2017,TV-G,42.0,min,Documentaries,Documentaries,United States,"July 1, 2018",Greg MacGillivray,"Narrated by Jeff Bridges, this compelling documentary examines some incredible achievements of engineering from across the globe."
Netflix,80115118,Duck Butter,Movie,2018,TV-MA,94.0,min,Dramas,"Dramas, Independent Movies, LGBTQ Movies",United States,"July 1, 2018",Miguel Arteta,"Wary of dishonesty in relationships, two young women embark on a 24-hour experiment on intimacy, but their romance flounders as the clock winds down."
Netflix,80180851,Gemini,Movie,2018,TV-PG,130.0,min,Dramas,Dramas,India,"July 1, 2018",P.K. Baaburaaj,"Despite growing up with traits that set her apart from her peers, a young adopted girl discovers her gift when she takes an interest in spelling bees."
Netflix,80236279,I Am Kalam,Movie,2010,TV-PG,87.0,min,Children & Family Movies,"Children & Family Movies, Comedies, Dramas",India,"July 1, 2018",Nila Madhab Panda,An intelligent boy born into poverty befriends the son of a once noble family and is inspired by the life of India's president to pursue an education.
Netflix,80994573,Kaviyude Osyath,Movie,2017,TV-PG,116.0,min,Dramas,"Dramas, International Movies",India,"July 1, 2018",Vineeth Anil,"When a late poet leaves behind his property to a young man, the man's brother suspects the poet may have been more than just a family friend."
Netflix,70057519,Loving Annabelle,Movie,2006,TV-MA,77.0,min,Dramas,"Dramas, Independent Movies, LGBTQ Movies",United States,"July 1, 2018",Katherine Brooks,An esteemed young poetry teacher at a Catholic boarding school risks everything when she engages in a feverish affair with a female student.
Netflix,80994425,Ma Chu Ka,Movie,2017,TV-14,117.0,min,International Movies,"International Movies, Thrillers",India,"July 1, 2018",Jayan Vannery,The relationship between a journalist and a lawyer she meets while investigating a story grows complicated as she uncovers layers of deception.
Netflix,60029032,Melvin Goes to Dinner,Movie,2003,R,84.0,min,Comedies,"Comedies, Dramas, Independent Movies",United States,"July 1, 2018",Bob Odenkirk,"When Melvin and his friends gather for dinner, their casual conversation takes a sharp turn as they begin to disclose raw truths about themselves."
Netflix,81002211,My Birthday Song,Movie,2018,TV-14,92.0,min,Dramas,"Dramas, International Movies, Thrillers",India,"July 1, 2018",Samir Soni,"After a wild night of impulse and infidelity, advertising executive Rajiv Kaul must navigate the blurred lines between life, death, fact and fiction."
Netflix,70062158,Namastey London,Movie,2007,TV-PG,130.0,min,Dramas,"Dramas, International Movies, Romantic Movies",India,"July 1, 2018",Vipul Amrutlal Shah,"To her Indian parents' dismay, London-born Jasmeet ""Jazz"" Malhotra longs for everything Western, including her British boyfriend. On a family trip to India, her father arranges Jazz's nuptials to Arjun Ballu Singh, who's smitten with his new bride."
Netflix,80996343,Our Shining Days,Movie,2017,TV-PG,103.0,min,Comedies,"Comedies, Dramas, International Movies",China,"July 1, 2018",,"In a battle of the bands, a percussions student and her musical kindred spirits set out to prove the merits of Chinese folk against the Western canon."
Netflix,80994419,Paathi,Movie,2017,TV-MA,89.0,min,Dramas,"Dramas, International Movies",India,"July 1, 2018",Chandran Narikode,A face painter for Theyyam rituals who is himself disfigured conceals his guilt over the fact that he performs abortions as a medical practitioner.
Netflix,80994426,Pareeth Pandaari,Movie,2017,TV-PG,109.0,min,Dramas,"Dramas, Independent Movies, International Movies",India,"July 1, 2018",Gafoor Y. Elliyaas,"As the parents of three unmarried daughters, a humble cook and his wife contend with the challenges of matchmaking and social expectations."
Netflix,80994574,Paulettante Veedu,Movie,2016,TV-14,104.0,min,Dramas,"Dramas, International Movies",India,"July 1, 2018",Dileep Narayanan,"A wealthy businessman's miserly habits cause no small amount of stress and embarrassment to his family, particularly his daughter."
Netflix,70125939,Paying Guests,Movie,2009,TV-14,114.0,min,Comedies,"Comedies, International Movies",India,"July 1, 2018",Paritosh Painter,"Desperate for a place to live, twentysomething bachelors Parikshit, Jayesh, Parag and Bhavesh finally locate a house to rent, only to learn that the landlords will consider married applicants only."
Netflix,80994420,Sarvopari Palakkaran,Movie,2017,TV-14,133.0,min,Dramas,"Dramas, International Movies",India,"July 1, 2018",Venugopan,"In the course of a human trafficking investigation, a conservative cop crosses paths with an artist-activist in a clash of worldviews."
Netflix,70205125,Secret,Movie,2007,TV-PG,101.0,min,Dramas,"Dramas, International Movies, Romantic Movies","Hong Kong, Taiwan","July 1, 2018",Jay Chou,"Enchanted by a pretty pianist and the haunting melody she plays, a musical prodigy falls in love. But a secret soon threatens to derail their romance."
Netflix,70034610,Socha Na Tha,Movie,2005,TV-PG,137.0,min,Comedies,"Comedies, International Movies, Romantic Movies",India,"July 1, 2018",Imtiaz Ali,"An arranged marriage becomes a friendship for Viren and Aditi, who aren't in love – until they begin having unexpected feelings for each other."
Netflix,80992111,Soul Robbers,Movie,2015,TV-MA,88.0,min,Horror Movies,"Horror Movies, International Movies",Mexico,"July 1, 2018",Juan Antonio de la Riva,"During Mexico's War of Independence, a group of men face unimaginable horrors when they attempt to steal from the seemingly helpless Cordero sisters."
Netflix,80222256,The Feels,Movie,2018,TV-MA,88.0,min,Comedies,"Comedies, Independent Movies, LGBTQ Movies",United States,"July 1, 2018",Jenée LaMarque,"During their bachelorette weekend, a lesbian couple's relationship hits a snag when one of the brides confesses to never having an orgasm."
Netflix,80206917,The Music of Silence,Movie,2017,TV-PG,115.0,min,Dramas,"Dramas, International Movies, Music & Musicals",Italy,"July 1, 2018",Michael Radford,"Based on the autobiography by tenor Andrea Bocelli, this musical biopic chronicles his life from his bumpy childhood to his meteoric rise to fame."
Netflix,80176064,The Redeemed and the Dominant: Fittest on Earth,Movie,2017,TV-14,120.0,min,Documentaries,"Documentaries, Sports Movies",United States,"July 1, 2018","Heber Cannon, Mariah Moore, Marston Sawyers","Questions about endurance, doping and overall toughness surround a group of elite athletes as they compete fiercely at the Reebok Crossfit Games."
Netflix,80994421,Theeram,Movie,2017,TV-14,104.0,min,Dramas,"Dramas, International Movies, Romantic Movies",India,"July 1, 2018",Saheed Arafath,"An auto rickshaw driver harbors a deep affection for a young woman, but his troubled past threatens to stand between them."
Netflix,70098332,Traitor,Movie,2008,PG-13,114.0,min,Dramas,"Dramas, Thrillers",United States,"July 1, 2018",Jeffrey Nachmanoff,An FBI agent assigned to pursue an ex-Special Ops soldier who joined a terrorist organization begins to question his target's true intentions.
Netflix,80236280,Tum Milo Toh Sahi,Movie,2010,TV-PG,128.0,min,Comedies,"Comedies, Dramas, International Movies",India,"July 1, 2018",Kabir Sadanand,An astute but old-fashioned law clerk steps up to help the owner of a cafe in a legal battle that has both business and personal ramifications.
Netflix,80994572,Viswasapoorvam Mansoor,Movie,2017,TV-14,125.0,min,Dramas,"Dramas, International Movies",India,"July 1, 2018",P.T. Kunju Muhammad,"When a mother and her daughter arrive to stay in his home in Kerala, a young Muslim man becomes torn between love, faith and clashing political views."
Netflix,80217135,"We, the Marines",Movie,2017,TV-PG,38.0,min,Documentaries,"Documentaries, International Movies",United States,"July 1, 2018",Greg MacGillivray,"Narrated by actor and former Marine Gene Hackman, this documentary showcases the experience of becoming a member of the US Marine Corps."
Netflix,80996349,What a Wonderful Family!,Movie,2017,TV-PG,102.0,min,Comedies,"Comedies, Dramas, International Movies",China,"July 1, 2018",Huang Lei,"In a large family living under one roof, a storm brews when the matriarch requests a divorce from her husband on their 50th anniversary."
Netflix,80217120,What We Started,Movie,2017,TV-MA,96.0,min,Documentaries,"Documentaries, Music & Musicals",United States,"July 1, 2018","Bert Marcus, Cyrus Saidi","DJs and industry insiders offer a backstage pass to the world of electronic dance music, reflecting on its radical origins and the future of the genre."
Netflix,80993648,Zoo,Movie,2018,TV-MA,94.0,min,Dramas,"Dramas, Independent Movies, International Movies",India,"July 1, 2018",Shlok Sharma,"A drug dealer starts having doubts about his trade as his brother, his client, and two rappers from the slums each battle their own secret addictions."
Netflix,70306701,1 Chance 2 Dance,Movie,2014,TV-PG,89.0,min,Dramas,"Dramas, Romantic Movies",United States,"July 1, 2017",Adam Deyoe,"When an aspiring dancer is uprooted during her senior year of high school, she finds herself torn between two boys – and with one shot at her dream."
Netflix,80178940,10 jours en or,Movie,2012,TV-PG,97.0,min,Comedies,"Comedies, Dramas, International Movies",France,"July 1, 2017",Nicolas Brossette,"When a carefree bachelor is unexpectedly left in charge of a young boy, the two embark on a road trip that will change both of their lives."
Netflix,80158301,46,TV Show,2016,TV-14,1.0,season,International TV Shows,"International TV Shows, TV Dramas, TV Mysteries",Turkey,"July 1, 2017",Serdar Akar,"A genetics professor experiments with a treatment for his comatose sister that blends medical and shamanic cures, but unlocks a shocking side effect."
Netflix,70290905,A 2nd Chance,Movie,2011,PG,95.0,min,Children & Family Movies,"Children & Family Movies, Dramas, Sports Movies",Australia,"July 1, 2017",Clay Glen,"A gymnast lacks the confidence she needs to reach the top. But with the help of her new coach, she has the chance to win a spot on the national team."
Netflix,80156950,Against the Tide,TV Show,2014,TV-14,1.0,season,Crime TV Shows,"Crime TV Shows, International TV Shows, TV Dramas",Singapore,"July 1, 2017",,A detective and a psychologist investigating a string of murders form a crime-solving team with the novelist whose work inspired the killings.
Netflix,80167699,Albion: The Enchanted Stallion,Movie,2016,TV-PG,106.0,min,Children & Family Movies,Children & Family Movies,"United States, Bulgaria","July 1, 2017",Castille Landon,"After a magical horse transports her to a fantasy world ruled by an evil general, a brave girl sets out to save the land once and for all."
Netflix,80158390,Amrapali,Movie,1966,TV-PG,116.0,min,Dramas,"Dramas, International Movies, Music & Musicals",India,"July 1, 2017",Lekh Tandon,"In the age of Buddha and his philosophy of nonviolence, a warmonger king plots the destruction of an enemy kingdom to rescue the woman he loves."
Netflix,70294800,Barbie Life in the Dreamhouse,TV Show,2012,TV-G,1.0,season,Kids' TV,"Kids' TV, TV Comedies",United States,"July 1, 2017",,Join blond icon Barbie and her fabulous friends as their behind-the-scenes adventures are revealed in this animated Web series.
Netflix,80184770,Black Snow,Movie,2017,TV-MA,91.0,min,Dramas,"Dramas, International Movies, Thrillers","Argentina, Spain","July 1, 2017",Martin Hodara,An old tragedy and lingering animosity erupt when a man returns to Patagonia to convince his estranged brother to sell the family's isolated property.
Netflix,80156992,Breakout,TV Show,2010,TV-14,1.0,season,International TV Shows,"International TV Shows, TV Dramas",,"July 1, 2017",,"After losing her family in a suspicious car crash, a woman awakens from a 13-year coma determined to expose the truth about the long-ago tragedy."
Netflix,80191358,Bruno and Boots: The Wizzle War,Movie,2017,TV-PG,90.0,min,Children & Family Movies,"Children & Family Movies, Comedies",Canada,"July 1, 2017",Vivieno Caldinelli,"Fed up with weird dress codes and wacky punishments, the students of neighboring schools face off against two recently hired oddball authoritarians."
Netflix,80118532,Deep Water,TV Show,2016,TV-MA,1.0,season,Crime TV Shows,"Crime TV Shows, International TV Shows, TV Dramas",Australia,"July 1, 2017",,"Back in Bondi Beach, where she grew up, DC Tori Lustigman investigates a gay man's murder and finds a link to her brother's death decades earlier."
Netflix,80190946,Hans Teeuwen: Real Rancour,Movie,2018,TV-MA,86.0,min,Stand-Up Comedy,Stand-Up Comedy,Netherlands,"July 1, 2017",Doesjka van Hoogdalem,"Comedian Hans Teeuwen rebels against political correctness, proclaims himself Britain's moral leader and takes on Donald Trump."
Netflix,80107948,Here Alone,Movie,2016,TV-MA,97.0,min,Horror Movies,Horror Movies,United States,"July 1, 2017",Rod Blackhurst,"When she finally encounters two other survivors, a woman alone in a world decimated by a zombie epidemic struggles to trust her new companions."
Netflix,80094964,Ho Mann Jahaan,Movie,2015,TV-PG,170.0,min,Dramas,"Dramas, International Movies, Romantic Movies",Pakistan,"July 1, 2017",Asim Raza,"Three friends in modern-day Karachi navigate their post-college lives, while struggling to balance their passion for music with familial obligations."
Netflix,80158481,Lal Patthar,Movie,1971,TV-PG,153.0,min,Classic Movies,"Classic Movies, Dramas, International Movies",India,"July 1, 2017",Sushil Majumdar,"A vain, self-righteous nobleman falls in love with a village girl and tries to transform her into his version of the ideal woman."
Netflix,80177684,Learning Songs by Little Baby Bum: Nursery Rhyme Friends,TV Show,2015,TV-Y,1.0,season,British TV Shows,"British TV Shows, Kids' TV",,"July 1, 2017",,"Simple songs mix with colorful animation to teach youngsters about concepts such as animals, vehicles, numbers, colors and more."
Netflix,70299811,Liar's Dice,Movie,2013,TV-MA,104.0,min,Dramas,"Dramas, Independent Movies, International Movies",India,"July 1, 2017",Geetu Mohandas,A woman from a small mountain village disobeys her village elders and sets out for the big city in search of her missing husband.
Netflix,80116687,Momo Salon,TV Show,2014,TV-14,1.0,season,International TV Shows,"International TV Shows, Korean TV Shows, Romantic TV Shows",South Korea,"July 1, 2017",,"An aspiring hair stylist opens her own salon. It turns into a mail-holding hub for busy neighbors, but she seizes the chance to promote her business."
Netflix,80157457,Mystic Whispers,TV Show,2014,TV-14,1.0,season,International TV Shows,"International TV Shows, TV Dramas, TV Horror",,"July 1, 2017",,"After a car accident enables a young woman to hear mysterious sounds, she meets a mortician. Together, they listen to ghosts and try to help them."
Netflix,70229498,Players,Movie,2012,TV-14,162.0,min,Action & Adventure,"Action & Adventure, International Movies",India,"July 1, 2017","Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla","Learning of a fortune in gold being secretly shipped to Romania, master thieves Charlie and Riya assemble a crack team to steal it."
Netflix,20257393,Professor,Movie,1962,TV-PG,163.0,min,Comedies,"Comedies, Dramas, International Movies",India,"July 1, 2017",Lekh Tandon,A college grad in need of money must disguise himself as an old man to tutor two young women who are under the watchful eye of their strict aunt.
Netflix,80159899,Spice Up,TV Show,2014,TV-PG,1.0,season,International TV Shows,"International TV Shows, Romantic TV Shows, TV Dramas",,"July 1, 2017",,A spoiled young woman steps in to save her family’s restaurant with her cooking and tasting skills while balancing her complicated love life.
Netflix,80093106,The Invisible Guest,Movie,2016,TV-14,106.0,min,International Movies,"International Movies, Thrillers",Spain,"July 1, 2017",Paulo Oriol,"After waking next to his now-dead lover in a hotel room, a young businessman hires a prominent lawyer to figure out how he ended up a murder suspect."
Netflix,80157567,The Oath,TV Show,2011,TV-PG,1.0,season,International TV Shows,"International TV Shows, Romantic TV Shows, TV Dramas",Singapore,"July 1, 2017",,"Two doctors with opposite approaches to treating patients clash on the job and must learn to trust each other's expertise, allowing love to bloom."
Netflix,80157390,The Truth Seekers,TV Show,2016,TV-14,1.0,season,Crime TV Shows,"Crime TV Shows, International TV Shows, TV Dramas",Singapore,"July 1, 2017",,"A veteran cop forms an agency dedicated to solving cold cases, including those related to the team members' own painful and mysterious pasts."
Netflix,80157392,The Ultimatum,TV Show,2009,TV-14,1.0,season,International TV Shows,"International TV Shows, TV Dramas",,"July 1, 2017",,"Love and intrigue swirl around two women – one a champion of human rights, the other an ambitious businesswoman – who were switched at birth."
Netflix,80171528,Tik Tok,Movie,2016,TV-MA,108.0,min,Dramas,"Dramas, International Movies, Thrillers",China,"July 1, 2017",Li Jun,A police officer and a psychologist learn of a sinister threat at a highly anticipated soccer match and team up in hopes of preventing disaster.
Netflix,80187467,Waar,Movie,2013,TV-MA,130.0,min,Action & Adventure,"Action & Adventure, International Movies",Pakistan,"July 1, 2017",Bilal Lashari,"When Pakistani authorities learn of a looming terrorist strike, they ask a retired intelligence officer to counter the attack before it's too late."
Netflix,80160125,World at Your Feet,TV Show,2014,TV-PG,1.0,season,International TV Shows,"International TV Shows, TV Dramas",Singapore,"July 1, 2017",,"A group of struggling individuals are united by a love of soccer. At the center is Renxin, a reclusive widower and former coach who needs new hope."
Netflix,80187323,Wrong No.,Movie,2015,TV-14,133.0,min,Comedies,"Comedies, International Movies, Romantic Movies",Pakistan,"July 1, 2017",Yasir Nawaz,Two identical strangers pursue their respective dreams after exchanging lives and getting out from under the thumb of their controlling loved ones.
Netflix,80157132,Yaar Gaddar,Movie,1994,TV-14,148.0,min,Dramas,"Dramas, International Movies",India,"July 1, 2017",Umesh Mehra,"When his brother becomes involved in a deadly bank robbery, a heartbroken cop vows to track down and retrieve his wayward sibling – dead or alive."
Netflix,80157864,Yes We Can!,TV Show,2014,TV-PG,1.0,season,International TV Shows,"International TV Shows, TV Dramas",,"July 1, 2017",,"When a frustrated businessman starts his own firm, it soon morphs into a way to help senior citizens refresh their dying traditional trades."
Netflix,80157717,Yours Fatefully,TV Show,2012,TV-PG,1.0,season,International TV Shows,"International TV Shows, Romantic TV Shows, TV Comedies",Singapore,"July 1, 2017",,"Two lonely singles meet on a blind date and slowly get to know each other, unaware that their parents are friends and may be falling in love."
Netflix,80093104,Zipi & Zape y la Isla del Capitan,Movie,2016,TV-PG,105.0,min,Children & Family Movies,"Children & Family Movies, Comedies",Spain,"July 1, 2017",Oskar Santos,"At Christmas, Zip and Zap take a trip with their parents to a remote island, where a friendly woman runs a children's home and mystery awaits."
Netflix,80104950,Deep,TV Show,2016,TV-MA,1.0,season,Crime TV Shows,"Crime TV Shows, International TV Shows, TV Dramas",France,"July 1, 2016",,"As he grapples with a life-threatening illness, a police investigator tracks the explosion of a new synthetic drug on the streets of Paris."
Netflix,80114498,Exit Afghanistan,Movie,2013,TV-MA,58.0,min,Documentaries,"Documentaries, International Movies",Norway,"July 1, 2016","Anders Sømme Hammer, Marius Arnesen, Klaus Erik Okstad, Olav Njaastad","Featuring interviews with participants on all sides, this documentary questions Norway and the West's protracted military involvement in Afghanistan."
Netflix,80036981,Happyish,TV Show,2015,TV-MA,1.0,season,TV Comedies,"TV Comedies, TV Dramas",United States,"July 1, 2016",,"A middle-aged adman is shaken up by his new boss, a 25-year-old who advises him to ""rebrand"" himself. Is it possible, or is this as good as he'll get?"
Netflix,80106979,Jim Jefferies: Freedumb,Movie,2016,TV-MA,87.0,min,Stand-Up Comedy,Stand-Up Comedy,United States,"July 1, 2016",Ryan Polito,"Returning for a second Netflix comedy special, Jim Jefferies unleashes his famously ferocious black humor to a packed house in Nashville, Tennessee."
Netflix,80053140,King Jack,Movie,2015,NR,81.0,min,Dramas,"Dramas, Independent Movies",United States,"July 1, 2016",Felix Thompson,"Already coping with a bully, a mercurial older brother and summer school, 15-year-old Jack is saddled with his young cousin for an eventful weekend."
Netflix,80065182,Limitless,TV Show,2016,TV-14,1.0,season,Crime TV Shows,"Crime TV Shows, TV Dramas, TV Sci-Fi & Fantasy",United States,"July 1, 2016",,A failed musician unleashes his brain's full powers with a new drug and is hired to solve the FBI's hardest cases in this show based on the 2011 film.
Netflix,70251160,Operation Proposal,TV Show,2012,TV-PG,1.0,season,International TV Shows,"International TV Shows, Korean TV Shows, Romantic TV Shows",South Korea,"July 1, 2016",,"On Yi-seul's wedding day, her friend Baek-ho wishes he could turn back time to tell her he loves her. Soon he gets a chance to change everything."
Netflix,80105672,Road to Yesterday,Movie,2015,NR,96.0,min,Dramas,"Dramas, International Movies",Nigeria,"July 1, 2016",Ishaya Bako,"Their marriage failing, Victoria and Izu try to reconnect during a road trip. But bringing long-repressed secrets to light threatens yet more discord."
