platform,show_id,title,content_type,release_year,rating,duration_value,duration_unit,primary_genre,genres,country,date_added,director,description
Amazon Prime,s3522,15-Minute Upper Body Sculpt 2.0 Workout,Movie,2017,ALL,17.0,min,Fitness,Fitness,,,,"No equipment needed. Tip: complete Series 1.0 for 4+ weeks prior to beginning Series 2.0. This 15-minute weekly workout is designed to work every major muscle in your upper half. Great for all fitness levels. Find the Weekly Workout Schedule for this Series, and more, on my website (FitnessMaggie)."
Amazon Prime,s3523,15-Minute Upper Body Sculpt 1.0 Workout,Movie,2016,ALL,17.0,min,Fitness,Fitness,,,,No Equipment Workout. Tip: Do Series 1.0 for 4+ weeks before moving onto Series 2.0. A 15-minute weekly workout designed to work every major muscle group of your upper half. Great for all fitness levels. Find the Weekly Workout Schedule for this Series (and so much more) on my website (FitnessMaggie).
Amazon Prime,s3524,15-Minute Strength & Sculpt 4.0 Workout,Movie,2017,ALL,17.0,min,Fitness,Fitness,,,,"No equipment needed. Tip: Complete Series 1.0, 2.0 and 3.0 for 4 weeks each prior to Series 4.0. A workout designed to increase muscle tone by challenging your body with combination exercises that amp up results. Find the Weekly Workout Schedule for this Series, and more, on my website (FitnessMaggie)."
Amazon Prime,s3525,15-Minute Plyometrics: Jump Jump! 5.0 Workout,Movie,2017,ALL,20.0,min,Fitness,Fitness,,,,"No Equipment Needed. Tip: Complete Series 1.0 - 4.0 for 4+ weeks each before Series 5.0. Workout designed to burn mega-calories & improve fitness + muscle tone through plyometrics & interval training. Find the Weekly Workout Schedule for this Series, and more, on my website (FitnessMaggie)."
Amazon Prime,s3526,15-Minute Lower Strength Focus 5.0 Workout,Movie,2017,ALL,18.0,min,Fitness,Fitness,,,,"No Equipment Needed. Tip: Complete Series 1.0 - 4.0 for 4+ weeks each before Series 5.0. Work all the muscles of your legs & burn calories with this fun & challenging leg day workout. Find the Weekly Workout Schedule for this Series, and more, on my website (FitnessMaggie)."
Amazon Prime,s3527,15-Minute Lower Body Chisel 6.0 Workout (with weights),Movie,2018,ALL,20.0,min,Fitness,Fitness,,,,"This lower body workout will chisel & strengthen your quads, hamstrings, glutes and hips while raising your heart rate and making you sweat. Challenging for all fitness levels (modifications included). Begin Series 6.0 after 4+ weeks in each of Series 1.0-5.0. Find the 6.0 weekly schedule, yoga series schedules and more on my website (FitnessMaggie)."
Amazon Prime,s3528,15-Minute Lower Body Chisel 2.0 Workout,Movie,2017,ALL,18.0,min,Fitness,Fitness,,,,"No equipment needed. Tip: complete Series 1.0 for 4+ weeks prior to beginning Series 2.0. This weekly workout is designed to burn mega-calories and chisel the lower half. Great for all fitness levels. Find the Weekly Workout Schedule for this Series, and more, on my website (FitnessMaggie)."
Amazon Prime,s3529,15-Minute Lower Body Chisel 1.0 Workout,Movie,2016,ALL,20.0,min,Fitness,Fitness,,,,No Equipment Workout. Tip: Do Series 1.0 for 4+ weeks before moving onto Series 2.0. A 15-minute weekly workout designed to burn mega-calories and chisel the lower half. Great for all fitness levels. Find the Weekly Workout Schedule for this Series 1.0 (and more) on my website (FitnessMaggie).
Amazon Prime,s3530,15-Minute Legs & Booty Sculpt 9.0 Workout (with weights),Movie,2020,ALL,25.0,min,Fitness,Fitness,,,,"Sculpt your lower half with this heart-pounding legs & booty workout that utilizes exercises geared towards challenging your strength, balance, power & endurance. Follow the weekly schedule for 4+ weeks for optimal results after Series 8.0."
Amazon Prime,s3531,15-Minute Legs & Booty 8.0 Workout (with weights),Movie,2019,ALL,20.0,min,Fitness,Fitness,,,,"An amazing workout to shape up your entire lower half. Focus on form and feel your booty & legs transform. Follow Series 8.0 weekly schedule for 4+ weeks for optimal results after 4+ weeks in Series 7.0. Head to my website (FitnessMaggie) for the 8.0 weekly schedule (6 efficient workouts/week), yoga series schedules & more."
Amazon Prime,s3532,15-Minute HIIT Two 8.0 (tabata workout with weights),Movie,2019,ALL,22.0,min,Fitness,Fitness,,,,"Kick up the energy and power up results with your second tabata-style HIIT workout of this program. You'll work your entire body in this weighted HIIT workout, so get ready to sweat & feel the burn. Follow this program's weekly schedule for 4+ weeks for optimal results after 4+ weeks in Series 7.0. Head to my website (FitnessMaggie) for the 8.0 weekly schedule, yoga series schedules & more."
Amazon Prime,s3533,15-Minute HIIT 7.0 Workout (with weights),Movie,2019,ALL,22.0,min,Fitness,Fitness,,,,"High intensity interval training (HIIT) - with weights! Intensity (not impact!) is what this workout is all about. You'll slash calories and keep burning them all day after this total body challenge. Begin after 4+ weeks in Series 6.0. Head to my website (FitnessMaggie) for the 7.0 weekly schedule (6 efficient workouts/week), yoga series schedules & more."
Amazon Prime,s3534,15-Minute HIIT 6.0 Workout (with weights),Movie,2018,ALL,18.0,min,Fitness,Fitness,,,,"This weighted HIIT (high intensity interval training) workout promises to make you sweat to the max and work you to improve leanness, increase endurance & challenge your entire body. Appropriate for all fitness levels (modifications included). Follow Series 6.0 after 4+ weeks in each of Series 1.0-5.0. Find the 6.0 weekly schedule, yoga series schedules and more on my website (FitnessMaggie)."
Amazon Prime,s3535,15-Minute HIIT 2.0 Workout,Movie,2017,ALL,20.0,min,Fitness,Fitness,,,,No equipment needed. Tip: Complete Series 1.0 for 4+ weeks prior to Series 2.0. Workout designed to burn mega-calories & improve fitness + muscle tone through high intensity interval training. All fitness levels. Find the Series 2.0 Weekly Workout Schedule (and more) on my website (FitnessMaggie).
Amazon Prime,s3536,15-Minute HIIT 1.0 Workout,Movie,2016,ALL,20.0,min,Fitness,Fitness,,,,"No Equipment Needed. Tip:Do Series 1.0 for 4+ weeks before moving onto Series 2.0. This workout is designed to burn mega-calories and improve fitness and muscle tone through high intensity interval training. Great for all fitness levels. For the Weekly Workout Schedule for this Series and more, visit my website (FitnessMaggie)."
Amazon Prime,s3537,15-Minute Guided Meditation,Movie,2016,ALL,19.0,min,Special Interest,Special Interest,,,Mark Knight,"Classically trained in the art of yoga in India and Canada, Anne-Marie Newland presents her own dynamic style of yoga known as Sun-Power Yoga. This meditation session helps reduce the heart rate as well as release natural endorphins to actively help with stress and depression. Accompanying video from Iceland."
Amazon Prime,s3538,15-Minute Full Body Chisel & Burn 7.0 Workout (with weights),Movie,2019,ALL,20.0,min,Fitness,Fitness,,,,"Chisel and burn through this full body workout - your third full body workout of the week in this 7.0 program. This workout rounds out the week by providing fresh challenge and different exercises to keep your body challenged and ever-improving. Begins after 4+ weeks in Series 6.0. Head to my website (FitnessMaggie) for the 7.0 weekly schedule, yoga series schedules & more."
Amazon Prime,s3539,15-Minute Full Body Challenge II 6.0 Workout (with weights),Movie,2018,ALL,22.0,min,Fitness,Fitness,,,,"The second of 2 full body workouts in Series 6.0 (Day#6) - this workout focuses on the legs, chest, back, arms & core, allowing for maximal calorie burn and optimal whole-body muscle strengthening. Great for all fitness levels (modifications included). Follow Series 6.0 after 4+ weeks in each of Series 1.0-5.0. Find this weekly schedule, yoga series schedule, and more on my website (FitnessMaggie)"
Amazon Prime,s3540,15-Minute Full Body Challenge I 6.0 Workout (with weights),Movie,2018,ALL,22.0,min,Fitness,Fitness,,,,"The first of 2 full body workouts in Series 6.0 - this workout focuses on the legs, chest, back, shoulders & core, allowing for maximal calorie burn and optimal whole-body muscle strengthening. Great for all fitness levels (modifications included). Follow Series 6.0 after 4+ weeks in each of Series 1.0-5.0. Find the 6.0 weekly schedule, yoga, and more on my website (FitnessMaggie)."
Amazon Prime,s3541,15-Minute Full Body Challenge 7.0 Workout (with weights),Movie,2019,ALL,22.0,min,Fitness,Fitness,,,,"A great workout to start your week, this full body challenge with weights will require every muscle in your body to work hard – spiking your heart rate, burning calories & strengthening your body head to toe. Begin after 4+ weeks in Series 6.0. Head to my website (FitnessMaggie) for the 7.0 weekly schedule (6 efficient workouts/week), yoga series schedules & more."
Amazon Prime,s3542,15-Minute Full Body Burn 2.0 Workout,Movie,2017,ALL,18.0,min,Fitness,Fitness,,,,"No equipment needed. Tip: Complete the Series 1.0 workout schedule for 4+ weeks prior to beginning Series 2.0. This 15-minute workout is designed to work every major muscle efficiently & optimize calorie burn! All fitness levels. Find the Series 2.0 Weekly Workout Schedule, and more, on my website (FitnessMaggie)."
Amazon Prime,s3543,15-Minute Core Challenge 9.0 Workout (with weights),Movie,2020,ALL,23.0,min,Fitness,Fitness,,,,"It's not just about your abs - your entire core needs to be strong to endure hard workouts, and life in general. Work your whole core and leave it all on the mat with this challenging workout. Follow the weekly schedule for 4+ weeks for optimal results after Series 8.0."
Amazon Prime,s3544,15-Minute Core Challenge 2.0 Workout,Movie,2017,ALL,17.0,min,Fitness,Fitness,,,,"No Equipment Needed. Tip: complete Series 1.0 for 4+ weeks prior to 2.0. Workout designed to work your core utilizing a variety of moves that challenge every aspect of your midsection.All fitness levels. Follow the Weekly Workout Schedule for this program and more, as found on my website (FitnessMaggie)."
Amazon Prime,s3545,15-Minute Cardio HIIT 3.0 Workout,Movie,2017,ALL,19.0,min,Fitness,Fitness,,,,"No equipment needed. Tip: complete Series 1.0 & 2.0 for 4 weeks each prior to Series 3.0. Workout designed to burn mega-calories & improve fitness+muscle tone through high intensity interval training. All fitness levels. Find the Weekly Workout Schedule for this Series, and more, as shown on my website (FitnessMaggie)."
Amazon Prime,s3546,15-Minute Cardio Flow 7.0 Workout (with weights),Movie,2019,ALL,19.0,min,Fitness,Fitness,,,,"Just what you need after a week of hard work- but the work doesn't stop here. A fantastic mix of cardio & strength moves intermixed with yoga-inspired flow. Feel energized, recover efficiently and keep improving flexibility - an important aspect of conquering your goals. Begins after 4+ weeks in 6.0. Head to my website (FitnessMaggie) for the 7.0 weekly schedule, yoga series schedules & more."
Amazon Prime,s3547,15-Minute Cardio Core 8.0 Workout (with weights),Movie,2019,ALL,20.0,min,Fitness,Fitness,,,,"Circuit through cardio & core exercises in this awesomely sweaty and results-focused workout. It'll leave you sweaty & feeling strong from head to toe. Follow the Series 8.0 weekly schedule for 4+ weeks for optimal results after 4+ weeks in Series 7.0. Head to my website (FitnessMaggie) for the 8.0 weekly schedule (6 efficient workouts/week), yoga series schedules & more."
Amazon Prime,s3548,15-Minute Cardio Challenge 6.0 Workout (with weights),Movie,2018,ALL,20.0,min,Fitness,Fitness,,,,"This cardio-focused workout will push your endurance, burn fat, and increase lean muscle tone from head to toe. Challenging for all fitness levels (modifications included). Begin Series 6.0 after 4+ weeks in each of Series 1.0-5.0. Find the 6.0 weekly schedule, yoga series schedules, and more on my website (FitnessMaggie)."
